Unnamed: 0,record_id,row_min,row_size,col_min,col_size,timestamp,col_min_bin,row_min_bin,fold,area
50,4019833232013276684,690398.0,-1950.4659423828125,362457.25,1953.253662109375,1570572000.0,3.0,6.0,2,0.0
51,87391272230036221,1187218.375,-1949.4959716796875,243261.875,1955.6202392578125,1565402400.0,2.0,11.0,5,0.0
52,4459368087896193024,689547.0625,-1946.68115234375,195787.921875,1956.544189453125,1566698400.0,1.0,6.0,5,0.0
53,1379423608841781678,1189042.125,-1958.369140625,422909.875,1948.177978515625,1571160000.0,4.0,11.0,1,0.0
54,3707600010131592247,3182685.75,-1979.0966796875,369949.125,1937.37841796875,1583438400.0,3.0,31.0,2,0.0
55,3541448054241626193,4691404.5,-2039.3236083984375,516009.65625,1887.7386474609375,1569789600.0,5.0,46.0,0,27.0
56,4010967022410875676,3686470.25,-2005.3359375,473239.4375,1915.33447265625,1571371200.0,4.0,36.0,1,0.0
57,9133574868435112030,1194307.375,-1976.9747314453125,727562.4375,1938.924072265625,1571608800.0,7.0,11.0,4,0.0
58,3754138239264394354,4690556.0,-2036.094970703125,503230.1875,1890.9107666015625,1572079200.0,5.0,46.0,0,246.0
59,5392057290624772880,4695004.0,-2052.270751953125,567126.0,1875.060546875,1555303200.0,5.0,46.0,0,0.0
60,478551734703674075,3873258.25,-1978.3690185546875,314532.625,1942.4429931640625,1582829400.0,3.0,38.0,2,338.0
61,3450453084849056277,5758105.5,-2076.58740234375,523690.21875,1855.7894287109375,1559845200.0,5.0,57.0,0,707.0
62,184961357464998855,4182995.25,-1997.58251953125,386535.9375,1925.6197509765625,1558478400.0,3.0,41.0,2,395.0
63,4179490774481209135,4380622.5,-2042.51318359375,567181.5625,1883.2266845703125,1584379800.0,5.0,43.0,0,2570.0
64,4954108207077217079,-1799228.375,-1936.2197265625,439280.84375,1976.0718994140625,1571148000.0,4.0,-18.0,1,0.0
65,8238299081603874692,2184501.25,-1964.4224853515625,349410.125,1946.018798828125,1571484000.0,3.0,21.0,2,0.0
66,3282567688222810787,-802118.25,-1947.16650390625,310046.84375,1958.6341552734375,1581055200.0,3.0,-9.0,2,99.0
67,1651796338918207764,1188814.5,-1957.40087890625,404722.15625,1948.8638916015625,1572247200.0,4.0,11.0,1,0.0
68,695477273788298547,1194307.375,-1976.9747314453125,727562.4375,1938.924072265625,1570809600.0,7.0,11.0,4,0.0
69,470058204995108389,4193656.25,-2040.08447265625,581341.875,1884.8558349609375,1570814400.0,5.0,41.0,0,640.0
70,3129659499875668821,-1299896.25,-1944.89794921875,351585.9375,1963.5909423828125,1576111200.0,3.0,-13.0,2,0.0
71,5951531124509477131,4690556.0,-2036.094970703125,503230.1875,1890.9107666015625,1554811200.0,5.0,46.0,0,907.0
72,2034086910043213022,1696571.75,-1995.850341796875,780443.25,1924.3448486328125,1565827200.0,7.0,16.0,4,0.0
73,650483547908958934,1692025.375,-1981.926513671875,628248.0625,1932.002197265625,1569964800.0,6.0,16.0,3,0.0
74,2100922809706721136,3695076.5,-2035.7708740234375,633770.0,1887.6240234375,1564927200.0,6.0,36.0,3,100.0
75,4151303025919001524,4087342.25,-2039.6832275390625,594274.4375,1884.897216796875,1581542400.0,5.0,40.0,0,1243.0
76,2895134045717759388,-2305477.25,-1906.5614013671875,664219.625,2014.2901611328125,1576034400.0,6.0,-24.0,3,0.0
77,7129928655637411281,691733.6875,-1955.62890625,530131.8125,1951.276123046875,1571380800.0,5.0,6.0,0,0.0
78,8587792011556997326,4187467.0,-2017.3419189453125,477706.6875,1906.4630126953125,1554470400.0,4.0,41.0,1,3828.0
79,7839268437877168575,194139.9375,-1954.2362060546875,852042.0625,1965.8896484375,1567029600.0,8.0,1.0,5,0.0
80,7045748036396132586,4489001.0,-2056.26220703125,611111.125,1870.4423828125,1563378600.0,6.0,44.0,3,0.0
81,8774173763672048648,3683297.5,-1991.482177734375,398558.21875,1928.4398193359375,1566537600.0,3.0,36.0,2,0.0
82,1989863466562876581,2192000.0,-1993.8167724609375,626937.375,1922.266845703125,1570936800.0,6.0,21.0,3,0.0
83,3669432224472124823,-1298569.375,-1956.0247802734375,205031.484375,1952.064453125,1580952000.0,2.0,-13.0,5,0.0
84,741498315416124183,3194993.5,-2025.4471435546875,660203.625,1896.2728271484375,1572129600.0,6.0,31.0,3,0.0
85,8016932614902570432,2683532.75,-1972.1768798828125,367067.90625,1941.2342529296875,1572492000.0,3.0,26.0,2,0.0
86,3607601301502364473,4792199.5,-2093.55859375,714665.4375,1835.1092529296875,1560442800.0,7.0,47.0,4,1940.0
87,8018075419125934534,-2295723.0,-1943.8626708984375,358995.0,1970.2774658203125,1585509600.0,3.0,-23.0,2,0.0
88,8516559826286348751,2509616.0,-1965.06982421875,324299.28125,1947.0086669921875,1583354400.0,3.0,25.0,2,259.0
89,7836681728651508842,2682987.75,-1969.3863525390625,344925.21875,1943.8443603515625,1570948800.0,3.0,26.0,2,0.0
90,2126132602237025172,1191489.125,-1967.6610107421875,584308.25,1942.75244140625,1570632000.0,5.0,11.0,0,0.0
91,2399048013454406246,5150386.0,-1996.3489990234375,316828.03125,1933.884765625,1564417800.0,3.0,51.0,2,287.0
92,8405171910820210747,690412.375,-1950.52490234375,364657.78125,1953.218994140625,1567341600.0,3.0,6.0,2,0.0
93,8593925032465183,691733.6875,-1955.62890625,530131.8125,1951.276123046875,1569948000.0,5.0,6.0,0,0.0
94,2312364378976602641,5402697.0,-2079.936279296875,577012.5625,1850.47216796875,1565125800.0,5.0,54.0,0,0.0
95,4413732099298316754,193477.4375,-1950.5391845703125,687887.875,1961.2581787109375,1559263200.0,6.0,1.0,3,50.0
96,7982357307542559698,4685897.0,-2016.7900390625,426554.9375,1909.96875,1572412800.0,4.0,46.0,1,0.0
97,2610097288760039193,4190788.75,-2030.0428466796875,535758.25,1894.33544921875,1560979200.0,5.0,41.0,0,164.0
98,8231082603538224174,3703626.5,-2060.529541015625,760828.0,1866.0980224609375,1570509600.0,7.0,37.0,4,0.0
99,6366152319354044735,-807290.0625,-1929.2672119140625,782714.625,1989.9517822265625,1580181600.0,7.0,-9.0,4,0.0
100,1643561341996023895,4070535.5,-2059.42919921875,689495.3125,1866.7252197265625,1556145000.0,6.0,40.0,3,0.0
101,7317486793652090080,3185788.5,-1993.1627197265625,460264.59375,1924.31201171875,1577688000.0,4.0,31.0,1,0.0
102,2308144026411397124,2689881.5,-1998.1068115234375,565498.75,1918.6436767578125,1572415200.0,5.0,26.0,0,0.0
103,2283836158778922877,4200078.5,-2060.3564453125,672518.6875,1865.9796142578125,1571032800.0,6.0,42.0,3,121.0
104,5805771092193429731,4203634.5,-2070.590576171875,718113.625,1856.5784912109375,1571760000.0,7.0,42.0,4,55.0
105,1091333583887620331,-3294213.5,-1936.0513916015625,398504.6875,1985.0640869140625,1562683200.0,3.0,-33.0,2,64.0
106,4061894076780579658,4196753.0,-2050.1884765625,626928.5625,1875.403564453125,1571330400.0,6.0,41.0,3,0.0
107,5549544045027118950,-2310616.75,-1893.6046142578125,777163.5625,2031.6778564453125,1575043200.0,7.0,-24.0,4,0.0
108,1294494168749801032,1194307.375,-1976.9747314453125,727562.4375,1938.924072265625,1564430400.0,7.0,11.0,4,0.0
109,2171022079508304085,4616734.5,-2056.4365234375,594161.75,1870.6990966796875,1572624000.0,5.0,46.0,0,0.0
110,3719579648549485290,4188149.25,-2020.0615234375,490174.5,1903.8511962890625,1571090400.0,4.0,41.0,1,0.0
111,2139711637882674461,-805047.375,-1934.09326171875,625115.5,1978.27001953125,1572578400.0,6.0,-9.0,3,557.0
112,7036184441110486337,3833362.0,-2055.33642578125,710534.75,1870.3968505859375,1560454800.0,7.0,38.0,4,0.0
113,2365853311699080877,3190435.5,-2010.6630859375,569884.375,1908.790283203125,1570423200.0,5.0,31.0,0,0.0
114,5713039336167760021,1693344.125,-1986.1654052734375,675915.0625,1929.4971923828125,1570161600.0,6.0,16.0,3,0.0
115,277157084015778568,2685026.5,-1979.1888427734375,422010.5625,1934.83642578125,1575458400.0,4.0,26.0,1,0.0
116,819811568279557932,-801856.0,-1949.528076171875,262776.09375,1956.106201171875,1554624000.0,2.0,-9.0,5,137.0
117,3853435803545269721,-2800191.5,-1916.396728515625,534265.8125,2003.612060546875,1563436800.0,5.0,-29.0,0,0.0
118,617108908162413679,2681995.75,-1963.8653564453125,300634.59375,1949.1202392578125,1583505600.0,3.0,26.0,2,1116.0
119,1758675897368174756,-1307356.25,-1919.2164306640625,754979.0,2000.6749267578125,1577229600.0,7.0,-14.0,4,419.0
120,7911847219429245334,2197326.5,-2009.8621826171875,765752.8125,1911.5145263671875,1572417600.0,7.0,21.0,4,0.0
121,5422962054394540844,690405.1875,-1950.495361328125,363557.53125,1953.236328125,1571882400.0,3.0,6.0,2,0.0
122,541407870167174870,4179430.0,-1978.037841796875,295349.84375,1944.9437255859375,1571966400.0,2.0,41.0,5,27.0
123,660183390182707550,4689728.5,-2032.86962890625,490451.5625,1894.0809326171875,1570387200.0,4.0,46.0,1,0.0
124,2710605185975275322,1194307.375,-1976.9747314453125,727562.4375,1938.924072265625,1567032000.0,7.0,11.0,4,0.0
125,366743693852965151,3694398.5,-2033.623046875,622599.5,1889.5330810546875,1557924000.0,6.0,36.0,3,323.0
126,5101862964344656874,693568.4375,-1962.2147216796875,698927.625,1950.6307373046875,1564461600.0,6.0,6.0,3,0.0
127,8087440664261277380,4688134.5,-2026.428466796875,464893.34375,1900.430908203125,1571808000.0,4.0,46.0,1,73.0
128,2681577979021777930,4691404.5,-2039.3236083984375,516009.65625,1887.7386474609375,1557547200.0,5.0,46.0,0,784.0
129,2253350418812585191,3642826.5,-2011.9990234375,514500.09375,1908.9598388671875,1556647800.0,5.0,36.0,0,238.0
130,4334985374481864979,3179587.75,-1960.983154296875,250630.1875,1955.0489501953125,1571287200.0,2.0,31.0,5,0.0
131,165759953651043450,3121523.0,-2001.81884765625,524122.34375,1916.3323974609375,1554752400.0,5.0,31.0,0,656.0
132,3866895733715715690,689547.0625,-1946.68115234375,195787.921875,1956.544189453125,1570502400.0,1.0,6.0,5,0.0
133,2726181840837736242,3586803.0,-2051.05712890625,733567.3125,1874.3819580078125,1555426800.0,7.0,35.0,4,2620.0
134,2979705797182042080,1194709.125,-1978.23046875,745760.75,1938.499755859375,1570939200.0,7.0,11.0,4,0.0
135,7594475420571043841,4692273.5,-2042.55517578125,528789.0625,1884.564697265625,1571419200.0,5.0,46.0,0,961.0
136,7357607502694849224,3200812.75,-2042.2147216796875,760208.375,1882.685546875,1570149600.0,7.0,32.0,4,62.0
137,6023891080283000840,4675298.5,-1992.7684326171875,330907.625,1933.858154296875,1561051200.0,3.0,46.0,2,682.0
138,6801899927883348663,693514.25,-1962.0250244140625,694524.3125,1950.6304931640625,1571570400.0,6.0,6.0,3,0.0
139,5507158535789578958,1189042.125,-1958.369140625,422909.875,1948.177978515625,1566117600.0,4.0,11.0,1,0.0
140,5797531605448261355,3683738.75,-1993.5423583984375,409728.28125,1926.4705810546875,1571241600.0,4.0,36.0,1,0.0
141,6424143849037811179,194156.078125,-1954.3326416015625,855667.625,1966.0028076171875,1569820800.0,8.0,1.0,5,0.0
142,620652916503548655,689551.125,-1946.7017822265625,196889.203125,1956.51806640625,1571066400.0,1.0,6.0,5,0.0
143,2968334407315046073,3952399.5,-1977.5606689453125,305660.59375,1943.7935791015625,1584381600.0,3.0,39.0,2,3760.0
144,3445167465452330639,1690802.5,-1977.798095703125,580587.9375,1934.5989990234375,1570668000.0,5.0,16.0,0,0.0
145,2188253500957988148,3200812.75,-2042.2147216796875,760208.375,1882.685546875,1571880000.0,7.0,32.0,4,0.0
146,4754768854345301978,2183605.0,-1959.561279296875,300094.5625,1950.5648193359375,1572372000.0,3.0,21.0,2,291.0
147,5918665047751477931,-801981.375,-1948.333984375,286413.375,1957.3529052734375,1566590400.0,2.0,-9.0,5,0.0
148,4852035022913018845,3180012.25,-1963.880859375,269951.4375,1952.1551513671875,1570224000.0,2.0,31.0,5,0.0
149,4219312462794257550,1698198.75,-2000.4503173828125,828148.4375,1922.147705078125,1570190400.0,8.0,16.0,5,0.0
150,8091515883834526230,5008282.0,-2015.076904296875,393210.96875,1913.8875732421875,1562364000.0,3.0,50.0,2,0.0
151,1978601321528684655,1194709.125,-1978.23046875,745760.75,1938.499755859375,1570965600.0,7.0,11.0,4,0.0
152,3790590896964298586,-1809922.625,-1904.2161865234375,800803.25,2020.009033203125,1566736800.0,8.0,-19.0,5,0.0
153,922057297163335275,4559859.5,-2051.624267578125,582104.25,1875.1494140625,1568912400.0,5.0,45.0,0,66.0
154,3399536530979033373,5189720.0,-1991.44189453125,297701.625,1939.1712646484375,1572550200.0,2.0,51.0,5,2140.0
155,5686410868284870150,-1799943.875,-1933.0565185546875,472521.0,1979.8480224609375,1567850400.0,4.0,-18.0,1,83.0
156,8921742804255293169,2696125.0,-2017.931884765625,709014.5625,1903.16357421875,1570176000.0,7.0,26.0,4,0.0
157,8178621106754922926,2192000.0,-1993.8167724609375,626937.375,1922.266845703125,1567500000.0,6.0,21.0,3,0.0
158,4460447108706728988,4690556.0,-2036.094970703125,503230.1875,1890.9107666015625,1560979200.0,5.0,46.0,0,0.0
159,5350288076267464076,1189042.125,-1958.369140625,422909.875,1948.177978515625,1570596000.0,4.0,11.0,1,0.0
160,648023064325684629,4694073.5,-2049.02880859375,554347.25,1878.2255859375,1571263200.0,5.0,46.0,0,151.0
161,2587110542520292067,3186158.75,-1994.6849365234375,469920.15625,1922.9268798828125,1571364000.0,4.0,31.0,1,0.0
162,938769668853869379,1187086.25,-1948.68212890625,225060.0,1956.45751953125,1572444000.0,2.0,11.0,5,0.0
163,1978931258526393874,3698412.5,-2045.8978271484375,686119.4375,1878.714111328125,1570058400.0,6.0,36.0,3,0.0
164,4195897567869940995,2182312.25,-1951.0079345703125,210575.71875,1959.0751953125,1572158400.0,2.0,21.0,5,0.0
165,2721573934021454850,690405.1875,-1950.495361328125,363557.53125,1953.236328125,1571356800.0,3.0,6.0,2,0.0
166,8588265145829223722,4692273.5,-2042.55517578125,528789.0625,1884.564697265625,1556781600.0,5.0,46.0,0,0.0
167,3272352983210113266,4805992.5,-1984.7437744140625,292017.21875,1942.926513671875,1566337800.0,2.0,48.0,5,63.0
168,8194846055976759926,3576452.5,-2022.7020263671875,581964.625,1899.038330078125,1556565600.0,5.0,35.0,0,1292.0
169,7422958580067677763,5004049.5,-2011.0064697265625,378660.5,1917.9591064453125,1562361000.0,3.0,50.0,2,0.0
170,2597285030141242843,4690556.0,-2036.094970703125,503230.1875,1890.9107666015625,1570003200.0,5.0,46.0,0,106.0
171,347233401731810077,4559637.5,-2045.4569091796875,556685.875,1881.1195068359375,1569450000.0,5.0,45.0,0,582.0
172,7435903556421654638,3194993.5,-2025.4471435546875,660203.625,1896.2728271484375,1571757600.0,6.0,31.0,3,95.0
173,3247680738810669682,1688455.125,-1969.1295166015625,476122.78125,1940.62939453125,1570795200.0,4.0,16.0,1,0.0
174,2046697847064985144,2187728.0,-1978.681396484375,488176.90625,1933.7589111328125,1571013600.0,4.0,21.0,1,0.0
175,5628550700543984733,1190870.625,-1965.4566650390625,547935.375,1943.8717041015625,1571042400.0,5.0,11.0,0,0.0
176,3778735175702603487,4724335.0,-2109.0380859375,786788.1875,1820.22802734375,1565103000.0,7.0,47.0,4,372.0
177,8162524597442355457,4688921.0,-2029.6475830078125,477672.0625,1897.25830078125,1570728000.0,4.0,46.0,1,0.0
178,7698255922646016640,3680650.0,-1977.8109130859375,323866.5625,1941.6929931640625,1571107200.0,3.0,36.0,2,392.0
179,1342183481514706945,4179430.0,-1978.037841796875,295349.84375,1944.9437255859375,1570365600.0,2.0,41.0,5,0.0
180,5940705946738288385,690412.375,-1950.52490234375,364657.78125,1953.218994140625,1571008800.0,3.0,6.0,2,0.0
181,1799894252055716439,1191175.0,-1966.55078125,566122.0625,1943.3006591796875,1576380000.0,5.0,11.0,0,0.0
182,7625059188237551928,4196753.0,-2050.1884765625,626928.5625,1875.403564453125,1559654400.0,6.0,41.0,3,263.0
183,7643518374588124053,4071824.5,-2024.09814453125,522636.46875,1899.4554443359375,1581772200.0,5.0,40.0,0,2420.0
184,6045380630451800759,1685851.25,-1957.4244384765625,323984.40625,1950.25537109375,1572376800.0,3.0,16.0,2,954.0
185,3040230679228255585,3201418.0,-2043.857421875,769870.3125,1881.3868408203125,1570408800.0,7.0,32.0,4,0.0
186,5485520306052267172,5479890.5,-2014.1180419921875,356213.9375,1918.38037109375,1565742600.0,3.0,54.0,2,0.0
187,7361499015869056333,2197326.5,-2009.8621826171875,765752.8125,1911.5145263671875,1570051200.0,7.0,21.0,4,0.0
188,4773292076569175078,3182392.75,-1977.611083984375,360291.8125,1938.7911376953125,1562920800.0,3.0,31.0,2,215.0
189,5852951378953065152,3189987.25,-2009.1024169921875,560228.625,1910.1461181640625,1572184800.0,5.0,31.0,0,379.0
190,7386420438105253642,4024883.25,-2036.8104248046875,589481.125,1887.3834228515625,1581776400.0,5.0,40.0,0,1321.0
191,588525618804367693,3694398.5,-2033.623046875,622599.5,1889.5330810546875,1572374400.0,6.0,36.0,3,124.0
192,6691359362438600765,4493527.5,-2018.7196044921875,452411.6875,1906.857177734375,1558139400.0,4.0,44.0,1,128.0
193,8433543020401957235,2696125.0,-2017.931884765625,709014.5625,1903.16357421875,1570022400.0,7.0,26.0,4,55.0
194,1653986589307358367,-2308713.5,-1898.1138916015625,737424.4375,2025.489501953125,1565836800.0,7.0,-24.0,4,55.0
195,6246719797099095535,3200812.75,-2042.2147216796875,760208.375,1882.685546875,1577625600.0,7.0,32.0,4,0.0
196,1130008275738940680,192534.046875,-1947.0655517578125,352603.90625,1955.901611328125,1572552000.0,3.0,1.0,2,0.0
197,4381071846486269877,5557811.0,-1995.833984375,294301.0,1937.668701171875,1557765600.0,2.0,55.0,5,2536.0
198,6136993260366848751,2184501.25,-1964.4224853515625,349410.125,1946.018798828125,1570053600.0,3.0,21.0,2,0.0
199,8451705170501836286,2182312.25,-1951.0079345703125,210575.71875,1959.0751953125,1571726400.0,2.0,21.0,5,0.0
200,4910254039253742244,4200078.5,-2060.3564453125,672518.6875,1865.9796142578125,1559136000.0,6.0,42.0,3,0.0
201,7740166410014021476,4686622.5,-2019.999755859375,439334.78125,1906.7860107421875,1570224000.0,4.0,46.0,1,0.0
202,5252058093964379043,1194307.375,-1976.9747314453125,727562.4375,1938.924072265625,1571436000.0,7.0,11.0,4,0.0
203,3134855630433726964,1688455.125,-1969.1295166015625,476122.78125,1940.62939453125,1570010400.0,4.0,16.0,1,0.0
204,2319747724062812182,3694398.5,-2033.623046875,622599.5,1889.5330810546875,1560422400.0,6.0,36.0,3,222.0
205,832656124511757397,3969153.0,-2048.705322265625,655095.625,1876.3624267578125,1555015800.0,6.0,39.0,3,92.0
206,1068345722154278322,1695041.875,-1991.3651123046875,732752.25,1926.64306640625,1569926400.0,7.0,16.0,4,0.0
207,8891515032423520544,4064230.5,-2073.86865234375,758017.25,1853.7427978515625,1556742600.0,7.0,40.0,4,2484.0
208,7121514209299385776,3690169.75,-2019.3802490234375,547917.4375,1902.3682861328125,1570456800.0,5.0,36.0,0,0.0
209,2284242631714903682,4540047.0,-2035.2822265625,516891.625,1890.920166015625,1573672800.0,5.0,45.0,0,0.0
210,6347490394472604426,-2814684.5,-1875.82763671875,806234.375,2052.830078125,1560607200.0,8.0,-29.0,5,0.0
211,4521229528315245528,4685897.0,-2016.7900390625,426554.9375,1909.96875,1571124000.0,4.0,46.0,1,178.0
212,8703030635542598745,3189987.25,-2009.1024169921875,560228.625,1910.1461181640625,1557916800.0,5.0,31.0,0,56.0
213,8446393172507685827,4185117.5,-2007.4344482421875,432122.0,1916.0240478515625,1555195200.0,4.0,41.0,1,1487.0
214,2810580600713675762,1191489.125,-1967.6610107421875,584308.25,1942.75244140625,1570620000.0,5.0,11.0,0,0.0
215,4476729056579184740,4607731.0,-1985.5870361328125,305566.875,1940.5577392578125,1571268000.0,3.0,46.0,2,184.0
216,8010444450514737161,691733.6875,-1955.62890625,530131.8125,1951.276123046875,1572408000.0,5.0,6.0,0,0.0
217,3810964597500295260,3182392.75,-1977.611083984375,360291.8125,1938.7911376953125,1583700000.0,3.0,31.0,2,465.0
218,8746458521936557337,3704452.5,-2062.73681640625,772004.5625,1864.22021484375,1572945600.0,7.0,37.0,4,278.0
219,3735579646489969444,-305048.09375,-1945.2216796875,371661.65625,1959.0391845703125,1571361600.0,3.0,-4.0,2,0.0
220,2316109827267714187,192927.25,-1948.08251953125,516618.875,1957.841552734375,1571714400.0,5.0,1.0,0,0.0
221,8911895936051781486,4014067.5,-2076.302001953125,778836.6875,1851.68603515625,1573230600.0,7.0,40.0,4,251.0
222,5924458443057310958,1187086.25,-1948.68212890625,225060.0,1956.45751953125,1561492800.0,2.0,11.0,5,0.0
223,7829246608756777938,5245368.5,-1996.5791015625,312470.0625,1934.3997802734375,1570825800.0,3.0,52.0,2,0.0
224,6581607005385095496,5074473.0,-2116.427001953125,752173.25,1812.73779296875,1558651800.0,7.0,50.0,4,0.0
225,8672016761961923651,3201418.0,-2043.857421875,769870.3125,1881.3868408203125,1569955200.0,7.0,32.0,4,0.0
226,120531771160851723,3703626.5,-2060.529541015625,760828.0,1866.0980224609375,1570171200.0,7.0,37.0,4,179.0
227,8217260085618529326,1685851.25,-1957.4244384765625,323984.40625,1950.25537109375,1564058400.0,3.0,16.0,2,0.0
228,4326478270438511697,4229794.5,-2086.791748046875,785875.1875,1841.8314208984375,1554921000.0,7.0,42.0,4,0.0
