,record_id,train,fold
233,7691527551809249473,train,0
234,2974750539701575569,train,0
235,7439831073617319644,train,0
236,3504252808622795475,train,0
237,8144534564217937593,train,0
238,5456681308006358752,train,0
239,4857938560500554630,train,0
240,7489007165173733327,train,0
241,3857455061708599747,train,0
242,4892702006517424277,train,0
243,3324216956940360071,train,0
244,1727880275207801070,train,0
245,6611875778110639326,train,0
246,8000676628667945094,train,0
247,1257140981372845098,train,0
248,3737936714246412954,train,0
249,6377188487376008168,train,0
250,683073084499839275,train,0
251,8576723913862986776,train,0
252,7320942893247782022,train,0
253,4602769371567499476,train,0
254,2178771514760913240,train,0
255,2260453104053756051,train,0
256,4667935400305166141,train,0
257,8279305261047708531,train,0
258,4409520042097297522,train,0
259,4369647832198122643,train,0
260,944078660724964991,train,0
261,568187314929418455,train,0
262,6849029435198414450,train,0
263,7566700634036416573,train,0
264,7111253787429915180,train,0
265,4680871618077643498,train,0
266,3427719070150465860,train,0
267,8558915452964246891,train,0
268,1985365319350486572,train,0
269,1258787269837418596,train,0
270,4568939870262318491,train,0
271,3332362603919490793,train,0
272,4176432283496523931,train,0
273,4467233849309026622,train,0
274,5352099099301360330,train,0
275,5439452510324177549,train,0
276,6572486139329537894,train,0
277,7024916998118016483,train,0
278,8560811769194172783,train,0
279,895451444751764561,train,0
280,3823183649795666190,train,0
281,7003896494306390568,train,0
282,4800822012748496220,train,0
283,1352774598116644453,train,0
284,2144656656556952537,train,0
285,8758131175348082347,train,0
286,819811568279557932,train,0
287,2803340641974908997,train,0
288,5870538458672902271,train,0
289,3405780085597602242,train,0
290,1079516334202361531,train,0
291,7649627766114689831,train,0
292,3606974775855113543,train,0
293,3636296431566050667,train,0
294,5349390250241084556,train,0
295,1713350557862770333,train,0
296,4162537924061640881,train,0
297,1717065590368186030,train,0
298,3446687189856758298,train,0
299,65566785626158699,train,0
300,7416283480977831631,train,0
301,6897203739005438635,train,0
302,1254820384572393476,train,0
303,4789341397011066694,train,0
304,7578065251726732963,train,0
305,2561553261261766723,train,0
306,7900477221660895666,train,0
307,9154992161991161167,train,0
308,3552100388304062447,train,0
309,5117234775951155743,train,0
310,4326075164644617569,train,0
311,655790730038112975,train,0
312,6482688158783813699,train,0
313,1516756478033577075,train,0
314,5785153650197341062,train,0
315,8482922898961848592,train,0
316,6639706089678516999,train,0
317,5368071740291102790,train,0
318,8217260085618529326,train,0
319,9043532892030313734,train,0
320,53543223759452345,train,0
321,7280765344389174364,train,0
322,4218731037877562721,train,0
323,3674200323710099059,train,0
324,7886735322894624798,train,0
325,5452959885868292392,train,0
326,6267625886828947681,train,0
327,6589316807374718878,train,0
328,7666745330405059346,train,0
329,193104800146016358,train,0
330,5290467415431711028,train,0
331,6038560416899660757,train,0
332,961008895264612887,train,0
333,7051110598001776321,train,0
334,3134529125683410574,train,0
335,8438975380128937842,train,0
336,7569083815312119921,train,0
337,4679311329927894448,train,0
338,2788576588226826323,train,0
339,2905417845228585125,train,0
340,8860182102019544664,train,0
341,2352562130763703767,train,0
342,2527280696613543641,train,0
343,5145915017969084156,train,0
344,4260921015119333031,train,0
345,2523943522261115180,train,0
346,1140699931828880097,train,0
347,7840314609849638335,train,0
348,1894236471183349650,train,0
349,4441726891303059647,train,0
350,7344803385333990850,train,0
351,5393068764044620850,train,0
352,6134235698943073420,train,0
353,1117075805757956257,train,0
354,4628025619357904060,train,0
355,8294013990624036760,train,0
356,1106487483740226348,train,0
357,7562156411424704249,train,0
358,3015006858706012051,train,0
359,5061195926608631160,train,0
360,6388730818749700339,train,0
361,4509767395014619763,train,0
362,1392559205029642662,train,0
363,521707213732179364,train,0
364,5689926238693251045,train,0
365,1740604633824524134,train,0
366,760401918197620978,train,0
367,8093166991514992482,train,0
368,5016153184245484975,train,0
369,5257448377010705130,train,0
370,3460790935728424246,train,0
371,3721563327131054946,train,0
372,310249797451890376,train,0
373,5198902433991367321,train,0
374,1212562438841234662,train,0
375,8425904807289360789,train,0
376,7366526285267586532,train,0
377,3873398283742636191,train,0
378,6334297507209190089,train,0
379,8252720485910790490,train,0
380,5108792333179371459,train,0
381,7713903618877665360,train,0
382,2411003839162407185,train,0
383,5248796284012759981,train,0
384,4044360533773552432,train,0
385,8516559826286348751,train,0
386,5778929186637156240,train,0
387,8841750359972889585,train,0
388,5631951273166040278,train,0
389,7250852545176397877,train,0
390,7217917061900339054,train,0
391,551482068225976245,train,0
392,6324303236860451257,train,0
393,279373722861793289,train,0
394,5615032324380806323,train,0
395,8958761906322321440,train,0
396,8856525243387981998,train,0
397,2747111252230889182,train,0
398,2115012197054420827,train,0
399,4321459509446656175,train,0
400,3008499215420054397,train,0
401,6897652582722426849,train,0
402,6566173030290716975,train,0
403,5136109143487374395,train,0
404,809619106483006887,train,0
405,8675573747915654993,train,0
406,4326677509020954479,train,0
407,4978614656810089868,train,0
408,912643872246078760,train,0
409,85259528655569147,train,0
410,4643305024760723243,train,0
411,6305164513395503550,train,0
412,8520859669845955362,train,0
413,9103682325501787969,train,0
414,7817921147315168983,train,0
415,6710074728367996625,train,0
416,2255379502527896532,train,0
417,8249718215153039396,train,0
418,610486047777633524,train,0
419,5170008524885289552,train,0
420,1094615407863240535,train,0
421,7739744281798719683,train,0
422,4591854173840678184,train,0
423,8847725571617732153,train,0
424,5554297470724422144,train,0
425,4299439224151446537,train,0
426,4864831090562656497,train,0
427,2829072417665492327,train,0
428,4480904089781820280,train,0
429,7952541167544325682,train,0
430,839348215756431894,train,0
431,371236048771672560,train,0
432,2606720798676420689,train,0
433,1134031900168374081,train,0
434,4909953420886813470,train,0
435,109921371238298957,train,0
436,7545647478524789187,train,0
437,348536794138974826,train,0
438,8272598138906329693,train,0
439,4845324541180278990,train,0
440,2330910415667440378,train,0
441,3821805318886967894,train,0
442,7953291580606851085,train,0
443,4711368664917742042,train,0
444,7381169376383873678,train,0
445,6790792674145912981,train,0
446,3836055695795714475,train,0
447,6349664680956102644,train,0
448,2095279965412730563,train,0
449,1846940487058751930,train,0
450,495617192605792162,train,0
451,9096241313958630929,train,0
452,6250930630254032136,train,0
453,2058010775670254593,train,0
454,5003201922759814651,train,0
455,1333997978157106677,train,0
456,3382419104716219383,train,0
457,2355680807084284360,train,0
458,293459749383221022,train,0
459,6808519744863205386,train,0
460,63416992223433750,train,0
461,7095484722422513390,train,0
462,6959000286115960359,train,0
463,1742961128213258881,train,0
464,2894026852601777272,train,0
465,597184486911308271,train,0
466,812755408214527751,train,0
467,390772094807174886,train,0
468,3268554191891828166,train,0
469,5323778009247916992,train,0
470,7351351085481400282,train,0
471,8324548326672354579,train,0
472,7827574697099709786,train,0
473,6310410854659196699,train,0
474,6615254682437097349,train,0
475,282262907131632146,train,0
476,8580293698327013331,train,0
477,6473559118584918276,train,0
478,8412395046413826439,train,0
479,1729078113628874980,train,0
480,4276379397654445677,train,0
481,7075290714502378178,train,0
482,1591424068450076051,train,0
483,2616317760097740265,train,0
484,5140698430345544061,train,0
485,2966697167389085325,train,0
486,7222303706126037141,train,0
487,8876832638493987345,train,0
488,5687549989618572766,train,0
489,7315939406618227859,train,0
490,8923699442223555326,train,0
491,179313900529615384,train,0
492,6493533152362317673,train,0
493,1369550828319370697,train,0
494,7841088638548290287,train,0
495,5549447180122817862,train,0
496,8389025365924611264,train,0
497,1323454114859044848,train,0
498,4250833866266937194,train,0
499,8282930795509650432,train,0
500,4447966796739794386,train,0
501,616427806310678343,train,0
502,92355660248938757,train,0
503,4548683397991596582,train,0
504,2335307552468211048,train,0
505,4403119658356736154,train,0
506,6232284356285731653,train,0
507,2575784477602876181,train,0
508,3616031048242050345,train,0
509,3994607783008071548,train,0
510,3640183092006932756,train,0
511,5353347808587396080,train,0
512,6752987511727290228,train,0
513,5207018379326977837,train,0
514,7675943785878624950,train,0
515,2806604400284550368,train,0
516,7095865885870170377,train,0
517,1887462477568506285,train,0
518,5142869304584593272,train,0
519,5082278647997407493,train,0
520,3479785503273228376,train,0
521,8111075386170605565,train,0
522,3473349937138430945,train,0
523,5269287506827557136,train,0
524,2245982367105514540,train,0
525,3833857471148269880,train,0
526,6918179819882410664,train,0
527,5921677025198955752,train,0
528,571071971452061156,train,0
529,8094721522679186141,train,0
530,233270884848281434,train,0
531,7305167721609389332,train,0
532,3734164003272159925,train,0
533,3444731681841295895,train,0
534,383610584728346482,train,0
535,7061148483522286391,train,0
536,2360315317677112763,train,0
537,5400047842269086261,train,0
538,5369636914027990722,train,0
539,883792755559380656,train,0
540,6682190284677705228,train,0
541,7552307563219698044,train,0
542,2724687040947061561,train,0
543,7175951554873544671,train,0
544,3013307952047818599,train,0
545,3183484417539024122,train,0
546,3006924728074969499,train,0
547,6038382807911405343,train,0
548,4093043034853823359,train,0
549,3315211101350184850,train,0
550,5137011865989636026,train,0
551,7530531737080073654,train,0
552,1119484814625547084,train,0
553,2034086910043213022,train,0
554,7231155216557736551,train,0
555,7273773466698949756,train,0
556,4442903307553620722,train,0
557,2443519898687725487,train,0
558,4663717039220893862,train,0
559,5893465784968907528,train,0
560,8298292821708002567,train,0
561,3186818098887173646,train,0
562,5138712114765731585,train,0
563,7591348669209315570,train,0
564,204434160903292968,train,0
565,6074379860432239148,train,0
566,8451705170501836286,train,0
567,5919294468202147464,train,0
568,8986402229452687969,train,0
569,3895600096178780167,train,0
570,3977778532822411426,train,0
571,8215697529963305539,train,0
572,3197128000195601639,train,0
573,2157884234463536021,train,0
574,8132241160490162486,train,0
575,4179479073756312080,train,0
576,7104979584594909620,train,0
577,7976558374545919599,train,0
578,3719565988686497691,train,0
579,668342920985839845,train,0
580,2865270982918612428,train,0
581,7111085493180364025,train,0
582,5866732106381095520,train,0
583,192402827583200332,train,0
584,4375733831566251391,train,0
585,6077336203214456374,train,0
586,7142048452819100169,train,0
587,8832512664183159325,train,0
588,5638224367791275059,train,0
589,5371117235681276639,train,0
590,1295695906484810029,train,0
591,1054678621210041248,train,0
592,1698801436681531032,train,0
593,4081822297885896975,train,0
594,5353701581743017530,train,0
595,4539992924685641080,train,0
596,3420538625843618472,train,0
597,8635612853449511868,train,0
598,3792616743302437772,train,0
599,2045946290430522582,train,0
600,4867280971982091624,train,0
601,3102831662078005230,train,0
602,234259373462844522,train,0
603,5747790463118921596,train,0
604,1144343458050482940,train,0
605,5984231106367660978,train,0
606,3264753946449032859,train,0
607,8780953786151612181,train,0
608,8793951825927828398,train,0
609,1015192232086434694,train,0
610,674859253022172738,train,0
611,4709208340877599188,train,0
612,6196250824427700877,train,0
613,5719531082842268226,train,0
614,293706710005567226,train,0
615,9125882102291709395,train,0
616,7677648574578056992,train,0
617,6312762068729236486,train,0
618,2502458804727943490,train,0
619,5083238894467746327,train,0
620,1273515027607785384,train,0
621,6720753813247914240,train,0
622,8887185147923986658,train,0
623,5196113915668549258,train,0
624,222650971340861351,train,0
625,5512757089050517883,train,0
626,7205238873446639952,train,0
627,8912841915900418785,train,0
628,4549067329611981034,train,0
629,6946645664801902844,train,0
630,8190132030831129099,train,0
631,283014183659627666,train,0
632,2653996899769556388,train,0
633,6999740595508490744,train,0
634,4094423655814387244,train,0
635,3096712269787743177,train,0
636,5728342413810516737,train,0
637,663820222533347093,train,0
638,7241698213754760141,train,0
639,3052427403384539629,train,0
640,7168909102971042430,train,0
641,6767960959162692452,train,0
642,3282678371182766863,train,0
643,4000335889194978782,train,0
644,6964212096315250662,train,0
645,3198532448353704671,train,0
646,338881400318002489,train,0
647,6528739365373284067,train,0
648,744716902226634141,train,0
649,8398055567281766461,train,0
650,3453313756217989064,train,0
651,852712792009931637,train,0
652,7372158431054417948,train,0
653,8091911920994388160,train,0
654,6693979351128904134,train,0
655,8824467308801171595,train,0
656,6062145214246992148,train,0
657,5758271749623452385,train,0
658,8718873076095939434,train,0
659,1699645146357002466,train,0
660,7760802812914805068,train,0
661,3886496963360900728,train,0
662,1292768973970221654,train,0
663,409205145791271958,train,0
664,8530677884669050680,train,0
665,1153731333544725448,train,0
666,4807533567538560261,train,0
667,7948130533161022582,train,0
668,8924600200225347575,train,0
669,4445274442855816581,train,0
670,1818099658726732393,train,0
671,4226592874019372230,train,0
672,7613446008917611248,train,0
673,668033122725697588,train,0
674,2115909632872575635,train,0
675,6162603702936930758,train,0
676,6226540135407889364,train,0
677,8597660076389696436,train,0
678,5310635871225203822,train,0
679,7543118751819921832,train,0
680,3133768207457183599,train,0
681,1342183481514706945,train,0
682,7159574929359138069,train,0
683,5373509403052077820,train,0
684,7835726196418324958,train,0
685,1040114145332266275,train,0
686,2763363722409731362,train,0
687,6943016684240637384,train,0
688,478733201392251778,train,0
689,8118183457996354931,train,0
690,7044309126015769187,train,0
691,2720824165082291293,train,0
692,5229314085837764182,train,0
693,6675216139825344248,train,0
694,6772355911798891566,train,0
695,3392192662512376372,train,0
696,8500142394352707472,train,0
697,7810590879052784747,train,0
698,8893982961703401942,train,0
699,1501609478008997331,train,0
700,2384266192285878329,train,0
701,7472757024567455265,train,0
702,170792481348597770,train,0
703,8794696823203559436,train,0
704,2990951905700299627,train,0
705,451396543663737896,train,0
706,2112679525035599766,train,0
707,4513399882252592932,train,0
708,8359359830768533687,train,0
709,8567500508450225624,train,0
710,8803923669832358089,train,0
711,975332197814028629,train,0
712,8089909856309744641,train,0
713,3082549256470423856,train,0
714,3190622503812222495,train,0
715,3679785109977682988,train,0
716,9221388665535382932,train,0
717,2349551559606733940,train,0
718,5302662432251137721,train,0
719,2753536526787280568,train,0
720,5917300046781964190,train,0
721,2896846256142432988,train,0
722,1569815935893182928,train,0
723,5235073785949191160,train,0
724,6154756043389708893,train,0
725,3988126768895474183,train,0
726,147670964986401960,train,0
727,2242078361600273844,train,0
728,2725271609114930171,train,0
729,561053961069213324,train,0
730,3973779727721625741,train,0
731,5385509332031202429,train,0
732,1099484314662908488,train,0
733,829920303988772792,train,0
734,2748740053080742860,train,0
735,2666119566511130966,train,0
736,8114890870439716781,train,0
737,9088832538485619699,train,0
738,5713676864173634274,train,0
739,6994975089533489779,train,0
740,7811314805905703975,train,0
741,2273045364282422039,train,0
742,4200053152822269766,train,0
743,3111408098340418488,train,0
744,1366711069235463053,train,0
745,5015749533476781087,train,0
746,7163681976371412223,train,0
747,7418979112745339798,train,0
748,8672016761961923651,train,0
749,1520986595244626628,train,0
750,3881862471629012637,train,0
751,1563328488480263587,train,0
752,8585809819599572820,train,0
753,6009676615633413640,train,0
754,439619587734913248,train,0
755,652945642660238069,train,0
756,4945184629995278394,train,0
757,3053607382894322092,train,0
758,8023058339083016527,train,0
759,310222191011099425,train,0
760,9093723172866097565,train,0
761,7459492026241883576,train,0
762,5597372284327073585,train,0
763,1004713532062164491,train,0
764,3101234226705362974,train,0
765,1085393781054376791,train,0
766,2502119611182385589,train,0
767,4040080283616899624,train,0
768,4740144413989987643,train,0
769,318299254414699164,train,0
770,8140776902974173957,train,0
771,6317336252460310727,train,0
772,3890754415597124654,train,0
773,6515142862542563630,train,0
774,3470515734327328681,train,0
775,2954833511683673198,train,0
776,8872817593185415571,train,0
777,8938863521861325492,train,0
778,2330320258073831723,train,0
779,3385417197800901677,train,0
780,2137443923845131254,train,0
781,743216154054512164,train,0
782,3292830247846390154,train,0
783,1133624987223854462,train,0
784,127580362208497184,train,0
785,7674465115362568297,train,0
786,6416414375209585139,train,0
787,8810165358297053072,train,0
788,3976686094610506784,train,0
789,8224943373968450555,train,0
790,3949719725833527457,train,0
791,4546299491915700131,train,0
792,8884331603362553141,train,0
793,6934624659100100494,train,0
794,3198864231136103757,train,0
795,155961170445024467,train,0
796,3434529472207625647,train,0
797,3995897293372095545,train,0
798,6161239784331315696,train,0
799,3357226008674820069,train,0
800,6898556824363601348,train,0
801,4488543924420183226,train,0
802,8812844422273183938,train,0
803,5930799757769742057,train,0
804,2111434566801230441,train,0
805,4369656402845043292,train,0
806,7789204288467923371,train,0
807,2454221931463288638,train,0
808,4518549699186550232,train,0
809,4033933972975378858,train,0
810,6206467370504606157,train,0
811,153031983238945270,train,0
812,6801448815230272232,train,0
813,4820383237960021374,train,0
814,4567469530121786464,train,0
815,2589330401189499233,train,0
816,7352504087339780847,train,0
817,4128867335639576969,train,0
818,3656832490233678583,train,0
819,8775189136641777944,train,0
820,2631614912267098643,train,0
821,759210702683776145,train,0
822,484016485161071845,train,0
823,5889026270944745593,train,0
824,2626951111938174537,train,0
825,2089394340756481571,train,0
826,3776137641872773963,train,0
827,2802205804850579656,train,0
828,8451395352008789768,train,0
829,7054854429480387630,train,0
830,6378911666537356988,train,0
831,3787301151548769563,train,0
832,3661690571755453497,train,0
833,5120776792818055320,train,0
834,6794419248013531150,train,0
835,7552246403133107464,train,0
836,6511683227590651551,train,0
837,1449953997039291555,train,0
838,7404951882697704052,train,0
839,1222525688284613287,train,0
840,3649144422041105723,train,0
841,6435715803381985344,train,0
842,696559497641932330,train,0
843,3361657554255724376,train,0
844,6185436809311619786,train,0
845,8505132038871415250,train,0
846,5553663429982669462,train,0
847,5060534701009444050,train,0
848,2428304358421127487,train,0
849,8015807072913379020,train,0
850,6040891747451611587,train,0
851,46692815261007548,train,0
852,430637238493902952,train,0
853,8511468397243432672,train,0
854,1321954492794665784,train,0
855,6115132591399212233,train,0
856,1649957071312286877,train,0
857,9074662056353286854,train,0
858,120328181554716782,train,0
859,5938362286458182237,train,0
860,8377618530494178590,train,0
861,3915995268469269755,train,0
862,4930331402982920688,train,0
863,9173255866392685138,train,0
864,3444600489214436950,train,0
865,518197213514495187,train,0
866,3770053175987182449,train,0
867,803296287521955337,train,0
868,8762614447705404729,train,0
869,237862538971961254,train,0
870,6935947647624328248,train,0
871,5483368903924663055,train,0
872,8137944606077676641,train,0
873,3074817101172333556,train,0
874,1377478282182173148,train,0
875,4662464317434627069,train,0
876,1550624460092252964,train,0
877,51287873421537989,train,0
878,5549356066922642495,train,0
879,6255941996885532872,train,0
880,4333459398891842841,train,0
881,7085803132612930521,train,0
882,2807060339452839383,train,0
883,2608705134760408699,train,0
884,5547970214197973862,train,0
885,6905236745916309970,train,0
886,6206156301864119750,train,0
887,5298498433587036832,train,0
888,6654007779660414487,train,0
889,7533091794869253289,train,0
890,3518239512386045836,train,0
891,7203453227463472596,train,0
892,1044167602023431120,train,0
893,3553678931991018596,train,0
894,7229659632042712245,train,0
895,90825572965748589,train,0
896,5167777278567793950,train,0
897,3133529049066960293,train,0
898,2560607321231631331,train,0
899,6691578327537877774,train,0
900,6543479546972711060,train,0
901,5348627269805669038,train,0
902,707098829580144582,train,0
903,3099690038969512934,train,0
904,4786182649224961946,train,0
905,1103854787990659280,train,0
906,2298883422568846388,train,0
907,3919074760034127743,train,0
908,556239644239369886,train,0
909,233335334834655560,train,0
910,3976051405258103020,train,0
911,2632825295858981424,train,0
912,3907531658418094865,train,0
913,7598193587583624786,train,0
914,2337004536157735689,train,0
915,3640957871923520267,train,0
916,4684898775848770627,train,0
917,6397899047011936864,train,0
918,958016762233362977,train,0
919,1682114843682963760,train,0
920,3161425202872350422,train,0
921,7775615968776916351,train,0
922,5842355931664458793,train,0
923,1946214930856348667,train,0
924,6546080818924462321,train,0
925,1725845354325125137,train,0
926,793797695375231186,train,0
927,375420613036930389,train,0
928,4246815655939915220,train,0
929,431913345930045249,train,0
930,871352215269623068,train,0
931,2799865011915358565,train,0
932,743801451148881066,train,0
933,989671014624708299,train,0
934,3731149098988685274,train,0
935,8851702478645738371,train,0
936,7419252752903301923,train,0
937,1459351427826228444,train,0
938,2587165570872282191,train,0
939,3329049364556765867,train,0
940,6642685362218445523,train,0
941,7332759146071595585,train,0
942,6336853141711500163,train,0
943,6409648970910169686,train,0
944,3990682121833351543,train,0
945,7046030459999119147,train,0
946,4785095857480622186,train,0
947,3600623715210852083,train,0
948,2032896018863113764,train,0
949,4285846010651395841,train,0
950,2709494839280337125,train,0
951,248091603782763030,train,0
952,8950154461903782135,train,0
953,8233137130945170553,train,0
954,6815825887812328339,train,0
955,6681786333592647925,train,0
956,4055212719130048048,train,0
957,2836721682743067648,train,0
958,6386789420702564320,train,0
959,1664941794443865883,train,0
960,8581685301618355475,train,0
961,3314258207595558863,train,0
962,1842066550244726069,train,0
963,2933273770298793944,train,0
964,3106668479634820971,train,0
965,7107623961767740378,train,0
966,4976731934408241370,train,0
967,5441316445112258058,train,0
968,3148708288128776341,train,0
969,8773384425478966243,train,0
970,3376911515344335028,train,0
971,5488712985735601536,train,0
972,4877751457805660599,train,0
973,511591294895660650,train,0
974,6375533009500587038,train,0
975,813974789004975522,train,0
976,357823368609679022,train,0
977,8206483356282238574,train,0
978,3333838996138727561,train,0
979,7891244743276645256,train,0
980,8842506947488177377,train,0
981,776616145334578043,train,0
982,2421813495863520730,train,0
983,5918665047751477931,train,0
984,5137964672433216852,train,0
985,3157583421492397595,train,0
986,8871818141326801437,train,0
987,4271181352119900259,train,0
988,8224757592340251072,train,0
989,3534466968523497167,train,0
990,5620364696447589354,train,0
991,4297082834185385459,train,0
992,7877120737868731331,train,0
993,7048820115987915039,train,0
994,1277624704941095539,train,0
995,7447895894975367980,train,0
996,5631725508737659346,train,0
997,2278264990441096841,train,0
998,3043360099569406037,train,0
999,1220594775499974629,train,0
1000,2467858013081374767,train,0
1001,1397019246155688347,train,0
1002,4905663063735687635,train,0
1003,4124085505508669068,train,0
1004,183768531394636781,train,0
1005,5591168826798908389,train,0
